unique_id,supplier,location,date_time,day,time,measurement,today,value,units,comments
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,7/15/2017,yesterday,NA,daily average withdrawals,7/16/2017,138.833,MGD,NA
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,7/16/2017,yesterday,NA,daily average withdrawals,7/17/2017,159.242,MGD,NA
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,7/17/2017,yesterday,NA,daily average withdrawals,7/18/2017,165.245,MGD,NA
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,7/18/2017,yesterday,NA,daily average withdrawals,7/19/2017,144.924,MGD,NA
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,7/19/2017,yesterday,NA,daily average withdrawals,7/20/2017,146.257,MGD,NA
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,7/20/2017,yesterday,NA,daily average withdrawals,7/21/2017,172.865,MGD,NA
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,7/21/2017,yesterday,NA,daily average withdrawals,7/22/2017,166.822,MGD,NA
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,7/22/2017,yesterday,NA,daily average withdrawals,7/23/2017,157.443,MGD,NA
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,7/23/2017,yesterday,NA,daily average withdrawals,7/24/2017,129.36,MGD,NA
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,7/24/2017,yesterday,NA,daily average withdrawals,7/25/2017,142.52,MGD,NA
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,7/25/2017,yesterday,NA,daily average withdrawals,7/26/2017,141.27,MGD,NA
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,7/26/2017,yesterday,NA,daily average withdrawals,7/27/2017,146.28,MGD,NA
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,7/27/2017,yesterday,NA,daily average withdrawals,7/28/2017,142.48,MGD,NA
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,7/28/2017,yesterday,NA,daily average withdrawals,7/29/2017,138.22,MGD,NA
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,7/29/2017,yesterday,NA,daily average withdrawals,7/30/2017,100.63,MGD,NA
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,7/30/2017,yesterday,NA,daily average withdrawals,7/31/2017,113.83,MGD,NA
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,7/31/2017,yesterday,NA,daily average withdrawals,8/1/2017,131.95,MGD,NA
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,8/1/2017,yesterday,NA,daily average withdrawals,8/2/2017,144.71,MGD,NA
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,8/2/2017,yesterday,NA,daily average withdrawals,8/3/2017,140.24,MGD,NA
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,8/3/2017,yesterday,NA,daily average withdrawals,8/4/2017,133.86,MGD,NA
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,8/4/2017,yesterday,NA,daily average withdrawals,8/5/2017,117.63,MGD,NA
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,8/5/2017,yesterday,NA,daily average withdrawals,8/6/2017,141.16,MGD,NA
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,8/6/2017,yesterday,NA,daily average withdrawals,8/7/2017,130.17,MGD,NA
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,8/7/2017,yesterday,NA,daily average withdrawals,8/8/2017,123.07,MGD,NA
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,8/8/2017,yesterday,NA,daily average withdrawals,8/9/2017,138.44,MGD,NA
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,8/9/2017,yesterday,NA,daily average withdrawals,8/10/2017,122.27,MGD,NA
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,8/10/2017,yesterday,NA,daily average withdrawals,8/11/2017,135.69,MGD,NA
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,8/11/2017,yesterday,NA,daily average withdrawals,8/12/2017,117.92,MGD,NA
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,8/12/2017,yesterday,NA,daily average withdrawals,8/13/2017,118.11,MGD,NA
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,8/13/2017,yesterday,NA,daily average withdrawals,8/14/2017,121.62,MGD,NA
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,8/14/2017,yesterday,NA,daily average withdrawals,8/15/2017,142.4,MGD,NA
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,8/15/2017,yesterday,NA,daily average withdrawals,8/16/2017,118.01,MGD,NA
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,8/16/2017,yesterday,NA,daily average withdrawals,8/17/2017,136.4,MGD,NA
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,8/17/2017,yesterday,NA,daily average withdrawals,8/18/2017,125.63,MGD,NA
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,8/18/2017,yesterday,NA,daily average withdrawals,8/19/2017,141.04,MGD,NA
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,8/19/2017,yesterday,NA,daily average withdrawals,8/20/2017,114.58,MGD,NA
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,8/20/2017,yesterday,NA,daily average withdrawals,8/21/2017,126.99,MGD,NA
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,8/21/2017,yesterday,NA,daily average withdrawals,8/22/2017,136.43,MGD,NA
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,8/22/2017,yesterday,NA,daily average withdrawals,8/23/2017,123.17,MGD,NA
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,8/23/2017,yesterday,NA,daily average withdrawals,8/24/2017,116.08,MGD,NA
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,8/24/2017,yesterday,NA,daily average withdrawals,8/25/2017,142.7,MGD,NA
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,8/25/2017,yesterday,NA,daily average withdrawals,8/26/2017,125.11,MGD,NA
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,8/26/2017,yesterday,NA,daily average withdrawals,8/27/2017,132.97,MGD,NA
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,8/27/2017,yesterday,NA,daily average withdrawals,8/28/2017,125.3,MGD,NA
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,8/28/2017,yesterday,NA,daily average withdrawals,8/29/2017,126.38,MGD,NA
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,8/29/2017,yesterday,NA,daily average withdrawals,8/30/2017,125.41,MGD,NA
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,8/30/2017,yesterday,NA,daily average withdrawals,8/31/2017,107.77,MGD,NA
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,8/31/2017,yesterday,NA,daily average withdrawals,9/1/2017,116.12,MGD,NA
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,9/1/2017,yesterday,NA,daily average withdrawals,9/2/2017,138.04,MGD,NA
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,9/2/2017,yesterday,NA,daily average withdrawals,9/3/2017,96.56,MGD,NA
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,9/3/2017,yesterday,NA,daily average withdrawals,9/4/2017,110.02,MGD,NA
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,9/4/2017,yesterday,NA,daily average withdrawals,9/5/2017,119.34,MGD,NA
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,9/5/2017,yesterday,NA,daily average withdrawals,9/6/2017,141.63,MGD,NA
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,9/6/2017,yesterday,NA,daily average withdrawals,9/7/2017,110.14,MGD,NA
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,9/7/2017,yesterday,NA,daily average withdrawals,9/8/2017,107.15,MGD,NA
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,9/8/2017,yesterday,NA,daily average withdrawals,9/9/2017,105.28,MGD,NA
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,9/9/2017,yesterday,NA,daily average withdrawals,9/10/2017,110.65,MGD,NA
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,9/10/2017,yesterday,NA,daily average withdrawals,9/11/2017,130.12,MGD,NA
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,9/11/2017,yesterday,NA,daily average withdrawals,9/12/2017,126.37,MGD,NA
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,9/12/2017,yesterday,NA,daily average withdrawals,9/13/2017,126.37,MGD,NA
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,9/13/2017,yesterday,NA,daily average withdrawals,9/14/2017,117.58,MGD,NA
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,9/14/2017,yesterday,NA,daily average withdrawals,9/15/2017,127.85,MGD,NA
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,9/15/2017,yesterday,NA,daily average withdrawals,9/16/2017,125.82,MGD,NA
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,9/16/2017,yesterday,NA,daily average withdrawals,9/17/2017,128.7,MGD,NA
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,9/17/2017,yesterday,NA,daily average withdrawals,9/18/2017,125.83,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,5/1/2017,yesterday,NA,daily average withdrawals,5/2/2017,41.67,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,5/2/2017,yesterday,NA,daily average withdrawals,5/3/2017,32.69,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,5/3/2017,yesterday,NA,daily average withdrawals,5/4/2017,29.95,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,5/4/2017,yesterday,NA,daily average withdrawals,5/5/2017,43.02,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,5/5/2017,yesterday,NA,daily average withdrawals,5/6/2017,38.7,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,5/6/2017,yesterday,NA,daily average withdrawals,5/7/2017,48.26,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,5/7/2017,yesterday,NA,daily average withdrawals,5/8/2017,52.43,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,5/8/2017,yesterday,NA,daily average withdrawals,5/9/2017,43.37,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,5/9/2017,yesterday,NA,daily average withdrawals,5/10/2017,40.12,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,5/10/2017,yesterday,NA,daily average withdrawals,5/11/2017,14.62,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,5/11/2017,yesterday,NA,daily average withdrawals,5/12/2017,0.39,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,5/12/2017,yesterday,NA,daily average withdrawals,5/13/2017,27.46,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,5/13/2017,yesterday,NA,daily average withdrawals,5/14/2017,43.93,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,5/14/2017,yesterday,NA,daily average withdrawals,5/15/2017,45.94,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,5/15/2017,yesterday,NA,daily average withdrawals,5/16/2017,52.14,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,5/16/2017,yesterday,NA,daily average withdrawals,5/17/2017,46.26,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,5/17/2017,yesterday,NA,daily average withdrawals,5/18/2017,57.35,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,5/18/2017,yesterday,NA,daily average withdrawals,5/19/2017,57.47,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,5/19/2017,yesterday,NA,daily average withdrawals,5/20/2017,57.33,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,5/20/2017,yesterday,NA,daily average withdrawals,5/21/2017,57.54,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,5/21/2017,yesterday,NA,daily average withdrawals,5/22/2017,57.9,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,5/22/2017,yesterday,NA,daily average withdrawals,5/23/2017,57.98,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,5/23/2017,yesterday,NA,daily average withdrawals,5/24/2017,59.25,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,5/24/2017,yesterday,NA,daily average withdrawals,5/25/2017,55.74,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,5/25/2017,yesterday,NA,daily average withdrawals,5/26/2017,55.83,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,5/26/2017,yesterday,NA,daily average withdrawals,5/27/2017,56.26,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,5/27/2017,yesterday,NA,daily average withdrawals,5/28/2017,56.4,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,5/28/2017,yesterday,NA,daily average withdrawals,5/29/2017,56.38,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,5/29/2017,yesterday,NA,daily average withdrawals,5/30/2017,56.48,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,5/30/2017,yesterday,NA,daily average withdrawals,5/31/2017,19.13,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,5/31/2017,yesterday,NA,daily average withdrawals,6/1/2017,0,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,6/1/2017,yesterday,NA,daily average withdrawals,6/2/2017,0,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,6/2/2017,yesterday,NA,daily average withdrawals,6/3/2017,26.39,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,6/3/2017,yesterday,NA,daily average withdrawals,6/4/2017,56.66,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,6/4/2017,yesterday,NA,daily average withdrawals,6/5/2017,50.96,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,6/5/2017,yesterday,NA,daily average withdrawals,6/6/2017,50.7,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,6/6/2017,yesterday,NA,daily average withdrawals,6/7/2017,55.79,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,6/7/2017,yesterday,NA,daily average withdrawals,6/8/2017,57.63,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,6/8/2017,yesterday,NA,daily average withdrawals,6/9/2017,63.73,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,6/9/2017,yesterday,NA,daily average withdrawals,6/10/2017,59.91,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,6/10/2017,yesterday,NA,daily average withdrawals,6/11/2017,59.75,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,6/11/2017,yesterday,NA,daily average withdrawals,6/12/2017,59.65,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,6/12/2017,yesterday,NA,daily average withdrawals,6/13/2017,62.79,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,6/13/2017,yesterday,NA,daily average withdrawals,6/14/2017,58.61,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,6/14/2017,yesterday,NA,daily average withdrawals,6/15/2017,62.5,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,6/15/2017,yesterday,NA,daily average withdrawals,6/16/2017,62.26,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,6/16/2017,yesterday,NA,daily average withdrawals,6/17/2017,51.56,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,6/17/2017,yesterday,NA,daily average withdrawals,6/18/2017,48.32,MGD,NA
